BREWERS_PITCHER,PITCHER_ID,STADIUM,DATE_TIME,BATTER_SIDE,PITCH_TYPE,COUNT,REL_HEIGHT,REL_SIDE,EXTENSION,VELOCITY,INDUCED_VERT_BREAK,HORZ_BREAK,SPIN_RATE,TEMPERATURE,OUTS,PITCH_CALL,PLAY_RESULT
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-27 18:04:39.930,L,FA,22,6.287985629,-0.3713058397,6.896657957,92.86055,21.800440435,3.460276377,2204.48507,,1,Ball,
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-27 18:48:54.700,R,FA,21,6.302990815,-0.913893596,6.968557957,90.56388,19.621834595,2.570063867,2185.583631,,1,Foul,
"Cruz, Stiven",691602,,2025-03-28 14:57:31.260,,CU,,5.850737416,0.5185515752,5.98512637,72.92417,-14.494270218,-10.969119538,2451.820684,,,,
"Cruz, Stiven",691602,,2025-03-28 15:03:15.160,,FA,,5.263256472,1.012004917,6.42884187,90.62913,21.566447692,9.817666323,2394.582519,,,,
"Cruz, Stiven",691602,,2025-03-28 15:03:55.410,,SI,,4.972067431,1.278742602,5.966709559,89.31415,13.370732683,17.697703406,2327.869274,,,,
"Woessner, Tyler",681216,American Family Fields of Phoenix,2025-03-28 19:53:10.000,L,FA,22,6.742925,1.282417,6.193227,91.228329,17.855478,8.753847,2353.305259,,1,Foul,
"Woessner, Tyler",681216,American Family Fields of Phoenix,2025-03-28 19:52:36.000,L,CU,21,6.775713,1.133557,6.34766,76.943107,-8.653186,-5.618718,1980.010115,,1,Called Strike,
"Woessner, Tyler",681216,American Family Fields of Phoenix,2025-03-28 19:54:53.000,L,CH,22,6.693566,1.186422,6.14261,82.304449,11.529576,16.129064,2002.825387,,2,Ball,
"Woessner, Tyler",681216,American Family Fields of Phoenix,2025-03-28 19:50:50.000,L,CH,11,6.773931,1.27998,5.866884,83.325477,13.294251,13.058182,2095.110667,,0,Called Strike,
"Rodriguez, Yerlin",693750,GoodyearBallpark,2025-03-28 21:19:03.360,L,SL,22,5.601024047,1.747335494,6.195091219,92.37675,-0.9018562065,-5.745082208,2980.394768,,0,Foul,
"Rodriguez, Manuel",804973,GoodyearBallpark,2025-03-28 20:13:24.170,L,SI,00,5.421535086,2.660591927,6.778251065,86.36002,11.844577445,14.56586693,2329.301251,,1,Called Strike,
"Rodriguez, Manuel",804973,GoodyearBallpark,2025-03-28 20:13:56.250,L,FA,11,5.460346126,2.651305642,6.143110462,89.25759,12.400292582,-3.30500327,2663.198229,,1,In Play,Single
"Rodriguez, Manuel",804973,GoodyearBallpark,2025-03-28 20:00:23.860,L,FC,20,5.472890588,2.585536159,6.069184819,80.88017,10.006359929,-16.042422953,2718.159424,,1,Foul,
"Rund, Aaron",810921,GoodyearBallpark,2025-03-28 20:30:29.700,R,SW,00,4.706593612,1.654460994,6.519740381,81.45306,1.280595756,-6.984303943,2591.138472,,2,Ball,
"Rodriguez, Manuel",804973,GoodyearBallpark,2025-03-28 20:00:08.830,L,SI,10,5.393068028,2.59930938,6.853441065,85.89354,9.93691505,16.021774321,2403.639819,,1,Ball,
"Rodriguez, Manuel",804973,GoodyearBallpark,2025-03-28 19:59:13.000,R,FC,22,5.568896745,2.447095842,6.084524819,81.22676,9.628197226,-14.444589466,2716.855726,,0,In Play,Out
"Figueroa, Jeferson",689951,GoodyearBallpark,2025-03-28 21:04:06.180,R,SL,12,5.627099925,1.640261152,5.310651219,83.51447,5.305914555,-2.979932173,2556.275675,,2,Called Strike,
"Rodriguez, Manuel",804973,GoodyearBallpark,2025-03-28 19:15:27.090,L,FA,12,5.636960107,2.391223538,5.899810462,89.96009,13.011954949,-4.085289991,2857.106269,,2,Ball,
"Rodriguez, Yerlin",693750,GoodyearBallpark,2025-03-28 21:18:13.820,L,SL,22,5.606635607,1.773563596,5.761131219,90.40295,-2.163053742,-6.587927656,2857.737214,,0,Foul,
"Rodriguez, Manuel",804973,GoodyearBallpark,2025-03-28 19:31:24.640,L,FC,10,5.433799095,2.63050974,6.160994819,82.04172,9.631516074,-8.287545862,2676.533732,,2,Ball,
"Rodriguez, Manuel",804973,GoodyearBallpark,2025-03-28 19:41:25.060,L,SW,00,5.580933668,2.529984873,6.261820381,78.09627,-1.379294842,-12.049709145,2717.7165,,1,Ball,
"Rodriguez, Manuel",804973,GoodyearBallpark,2025-03-28 19:30:11.140,L,FA,22,5.506788776,2.615540975,5.933510462,90.31632,15.442651136,6.224168684,2685.182926,,1,Ball,
"Seppings, Jack",808952,,2025-03-29 14:33:28.800,,FA,,5.498035133,2.628924207,6.46256187,89.40346,17.888809041,11.444777286,2110.013614,,,,
"Seppings, Jack",808952,,2025-03-29 14:28:25.510,,FA,,5.536114002,3.014039637,6.68934187,90.45957,17.598993832,9.91035318,2051.148293,,,,
"Seppings, Jack",808952,,2025-03-29 14:39:18.660,,SW,,5.16322,3.04985,,80.86658,5.37611,-16.8508,2779.625978,,,,
"Seppings, Jack",808952,,2025-03-29 14:29:07.870,,FA,,5.65618,2.88636,,90.73329,19.60249,9.49132,2175.630029,,,,
"Langhorne, Miles",695680,Maryvale Backfield 7,2025-03-29 19:18:35.140,R,FA,01,5.715916746,1.021959644,7.068437957,93.25176,15.641248401,3.646784829,2226.43659,,1,Swinging Strike,
"Langhorne, Miles",695680,Maryvale Backfield 7,2025-03-29 19:20:26.490,R,FA,11,5.790805073,0.6169443037,6.829707957,93.37231,10.828005091,7.292470524,2121.919939,,2,Ball,
"Root, Bayden",694843,GoodyearRedsBF,2025-03-29 20:37:45.310,R,SI,21,4.796446763,1.149414412,7.729938151,94.64095,8.494236545,9.816785218,2348.79732,,2,Called Strike,
"Gillis, Tanner",828705,GoodyearRedsBF,2025-03-29 19:51:58.090,L,CH,02,5.595800712,2.014495003,7.269420274,88.07599,6.123894186,16.208166669,1852.432305,,0,Ball,
"Gillis, Tanner",828705,GoodyearRedsBF,2025-03-29 20:08:47.760,R,FA,10,5.639625965,1.952203923,7.434324082,94.20351,14.131727839,14.883500936,2483.79883,,1,Called Strike,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-29 19:13:18.690,L,FA,10,5.559421867,1.30816956,8.102110462,93.88837,19.02604147,10.829977224,2471.321806,,1,Foul,
"Gillis, Tanner",828705,GoodyearRedsBF,2025-03-29 20:14:10.860,L,FC,00,5.881354222,1.762117903,6.952454819,91.08802,2.673600007,0.4280597318,2464.490783,,2,Ball,
"Gillis, Tanner",828705,GoodyearRedsBF,2025-03-29 20:12:15.170,L,CH,02,5.649174729,2.01497968,7.523820274,87.64959,1.498028884,12.335167912,1880.408831,,1,In Play,Single
"Gillis, Tanner",828705,GoodyearRedsBF,2025-03-29 20:07:40.470,L,FC,00,5.728762845,1.785369903,7.192914819,89.83654,6.166833853,-1.668649555,2582.198418,,0,Ball,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-29 18:58:48.920,L,FA,00,5.475471386,1.468884051,8.116890462,94.73188,18.160114293,11.431153434,2549.895046,,2,Called Strike,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-29 18:59:50.780,L,FA,01,5.763251576,0.946785478,8.076930462,95.26925,17.778153713,11.716311064,2612.284841,,2,Called Strike,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-29 19:14:10.300,L,SW,22,5.351872522,1.524804235,8.284600381,81.63048,-5.421723808,-10.764329123,2341.21816,,1,Ball,
"Gillis, Tanner",828705,GoodyearRedsBF,2025-03-29 20:28:37.450,L,CH,12,5.631937122,1.735401982,7.452410274,88.58611,1.436517851,13.242903378,1915.072762,,1,Ball,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-29 19:15:06.490,L,CH,00,5.182401134,1.404024201,8.410720274,85.98583,12.598769808,15.152574577,1970.626092,,2,Ball,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-29 19:14:33.450,L,SW,32,5.248125382,1.335948344,8.009840381,80.79405,-1.833510535,-14.390439807,2178.134805,,1,In Play,Out
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-29 19:00:05.280,L,FA,02,5.851751167,1.056859291,8.069510462,93.37844,15.631541492,10.195176417,2514.271881,,2,Foul,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-29 18:55:39.910,L,FA,00,5.67858555,1.137786587,8.081240462,94.73379,15.270252079,9.32182181,2518.378722,,0,Swinging Strike,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-29 18:58:01.500,R,SW,11,5.174557219,1.914561534,8.021320381,82.0205,-6.442104847,-13.073346364,2434.630594,,1,Ball,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-29 19:18:00.280,L,SW,32,5.218377403,1.566212002,7.970380381,81.4056,0.02598800905,-14.19340915,2523.29256,,2,Ball,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-29 19:16:51.720,L,SW,11,5.25887359,1.371556397,7.910100381,81.04704,-3.725967021,-12.111511651,2264.939724,,2,Ball,
"Gillis, Tanner",828705,GoodyearRedsBF,2025-03-29 20:27:28.400,L,FA,01,5.710042007,1.769605596,7.417490462,94.96241,14.132717475,3.871176725,2513.440455,,1,Called Strike,
"Broca, Jesus",695871,American Family Fields of Phoenix,2025-03-29 20:18:22.000,R,SI,21,5.656337,-1.429144,5.473083,93.946012,8.599905,-3.911847,2229.457065,,1,Foul,
"Broca, Jesus",695871,American Family Fields of Phoenix,2025-03-29 20:20:29.000,R,SI,00,5.520181,-1.280371,5.504223,93.502209,6.023819,-11.301719,2254.483674,,2,Ball,
"Broca, Jesus",695871,American Family Fields of Phoenix,2025-03-29 20:04:04.000,L,FA,01,5.635377,-1.186857,5.749851,94.763609,10.583494,-0.28646,2256.0716,,1,In Play,Single
"Broca, Jesus",695871,American Family Fields of Phoenix,2025-03-29 20:06:39.000,L,SL,01,5.645504,-1.278227,5.639574,80.421998,-3.4356,7.511456,2505.92536,,2,Called Strike,
"Sanchez, Dikember",699129,American Family Fields of Phoenix,2025-03-29 18:55:06.000,L,SL,12,5.609106,2.11299,5.888527,85.77089,5.906056,-7.833903,2726.924228,,1,Foul,
"Broca, Jesus",695871,American Family Fields of Phoenix,2025-03-29 20:07:20.000,L,CH,12,5.650105,-1.410794,5.766689,87.251436,9.921691,-12.46472,1961.585589,,2,In Play,Fielders Choice
"Broca, Jesus",695871,American Family Fields of Phoenix,2025-03-29 20:18:44.000,R,CH,22,5.658045,-1.463534,5.060164,85.467195,14.8876,-11.491439,1946.48989,,1,Swinging Strike,
"Broca, Jesus",695871,American Family Fields of Phoenix,2025-03-29 20:17:25.000,R,CH,00,5.595253,-1.73953,5.635782,84.932476,9.427237,-17.104412,1883.705831,,1,Ball,
"DeBerry, Jaron",809229,,2025-03-30 09:52:58.690,,SW,,4.794610335,1.958776916,7.033091708,77.76232,0.2530142233,-19.359667923,2923.8247,,,,
"Birchard, Ryan",804670,,2025-03-30 09:35:58.190,,SW,,6.064539095,-0.02777728475,6.344761708,79.5771,-2.600358823,-15.02850135,2439.386914,,,,
"Aquino, Patricio",699223,,2025-03-30 09:53:03.250,,SI,,5.090753976,2.430517925,6.397759477,86.52435,13.26215165,15.590198753,2111.002587,,,,
"DeBerry, Jaron",809229,,2025-03-30 09:51:37.230,,FA,,4.838052883,1.693972903,7.187181788,89.89573,10.89687699,9.103724082,2335.503679,,,,
"DeBerry, Jaron",809229,,2025-03-30 09:50:47.010,,SI,,4.906470049,1.542600713,6.846409477,89.01685,7.242131331,8.963637219,2308.442043,,,,
"DeBerry, Jaron",809229,,2025-03-30 09:48:59.550,,CU,,5.282700194,1.562776496,6.053346288,74.93595,-12.277789512,-19.957591097,2978.825899,,,,
"Birchard, Ryan",804670,,2025-03-30 09:36:49.600,,SW,,6.017952926,0.08581442605,6.590151708,81.34025,2.661689854,-15.902301551,2441.429951,,,,
"Aquino, Patricio",699223,,2025-03-30 09:52:45.670,,FA,,5.136971226,2.448488425,6.310141788,86.53412,13.681595436,13.550107878,2129.789509,,,,
"Aquino, Patricio",699223,,2025-03-30 09:54:14.030,,FA,,5.213368189,2.43077975,6.324101788,87.65932,15.703127346,10.842550899,2140.973704,,,,
"Welch, Chandler",803068,,2025-03-30 11:04:59.100,L,CH,,5.050184946,2.086025184,6.365053249,83.53409,-4.018330155,9.697592523,1165.117833,,,Ball,
"Welch, Chandler",803068,,2025-03-30 11:06:03.300,L,FA,,5.268119908,1.830044916,7.434281788,92.25451,16.110789462,7.467571595,2175.06187,,,Swinging Strike,
"Welch, Chandler",803068,,2025-03-30 11:07:37.690,L,FA,,5.635016174,1.792574355,7.281401788,93.43343,,,2259.820351,,,Called Strike,
"Welch, Chandler",803068,,2025-03-30 11:03:33.530,L,FC,,5.281777892,1.88926261,7.027736145,88.45635,7.336921399,-3.097863604,2559.816587,,,Ball,
"Welch, Chandler",803068,,2025-03-30 11:05:24.870,L,FA,,5.292776545,1.712640905,6.686941788,89.04382,,,2558.861149,,,Foul,
"Cruz, Stiven",691602,Papago,2025-03-21 14:49:56.000,L,CH,10,5.543135737,1.343194599,5.699727219,82.08343,4.430195822,16.141295864,1895.281988,,0,Called Strike,
"Seppings, Jack",808952,Papago,2025-03-21 13:58:58.000,L,FA,00,5.930847276,2.74570138,6.50008294,91.20051,17.067549761,2.538611066,2025.040621,,2,In Play,Double
"Seppings, Jack",808952,Papago,2025-03-21 14:00:30.000,R,FC,10,5.795107831,2.826511389,6.716971228,86.59707,4.52388349,-0.174323574,2580.291468,,2,Foul,
"Seppings, Jack",808952,Papago,2025-03-21 14:00:55.000,R,SW,11,5.711871206,2.652011186,6.812624983,79.37464,2.402489038,-15.837307458,2696.35839,,2,In Play,Out
"Flores, Anthony",800260,,2025-03-22 10:04:22.890,,FC,,4.905079361,-1.869727353,5.992536227,88.27019,8.557090652,-3.948865602,2476.204472,,,,
"Woessner, Tyler",681216,Maryvale Backfield 3,2025-03-22 15:21:33.990,L,SI,00,6.757592843,1.112963024,5.864342597,92.29765,13.110906965,17.58764365,2401.788708,,0,Swinging Strike,
"Woessner, Tyler",681216,Maryvale Backfield 3,2025-03-22 15:26:47.740,L,SI,20,6.716952145,1.153015338,6.185832597,89.23037,15.353331018,9.363849911,2398.734804,,2,Ball,
"Woessner, Tyler",681216,Maryvale Backfield 3,2025-03-22 15:27:01.860,L,FA,30,6.767132635,1.228012299,6.074594082,90.32912,16.575111588,8.477236256,2501.39082,,2,Ball,
"Root, Bayden",694843,Maryvale Backfield 7,2025-03-22 14:53:45.210,L,SI,20,4.295746165,0.6978287883,7.262349838,93.53023,,,2276.66163,,1,In Play,Field Error
"Root, Bayden",694843,Maryvale Backfield 7,2025-03-22 14:53:05.080,L,SW,00,4.25131357,0.7863473317,6.703390381,84.08607,,,2761.245574,,1,Ball,
"Root, Bayden",694843,Maryvale Backfield 7,2025-03-22 14:48:08.850,L,SI,20,4.237617433,0.8908887762,6.822989838,93.74297,,,2158.438683,,0,Swinging Strike,
"Root, Bayden",694843,Maryvale Backfield 7,2025-03-22 14:48:53.440,L,SI,31,4.39805125,0.8555143201,6.934089838,94.69701,,,2153.463478,,0,Called Strike,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-22 13:49:23.000,L,CH,20,5.251185414,1.201499371,7.916260274,84.5445,11.475482956,11.413345713,1655.734536,,0,Ball,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-22 13:25:24.000,R,FA,00,5.594775266,1.197859437,7.503070255,94.77815,14.157267576,12.184701241,2621.77123,,0,Called Strike,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-22 13:11:15.000,R,SW,22,5.086029224,1.670032773,7.824460381,82.81878,2.167732308,-12.774442793,2394.642668,,1,Foul,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-22 13:24:43.000,R,FA,10,5.456402033,1.287061712,7.964590255,92.79158,15.191218075,12.309229349,2517.411036,,0,In Play,Single
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-22 13:09:16.000,R,FA,01,5.700746876,1.124251795,7.763980255,95.37899,17.293084909,12.48217025,2614.748932,,0,Ball,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-22 13:49:38.000,L,FA,30,5.632306715,1.100885874,8.057760255,92.84675,14.301657319,7.072379203,2414.809641,,0,Ball,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-22 13:10:44.000,R,SW,11,4.972896394,1.542810889,7.741620381,82.95929,-4.751438461,-13.994903494,2475.632261,,1,Ball,
"Letson, Bishop",811309,GoodyearRedsBF,2025-03-22 13:30:53.000,R,SW,01,4.984954049,1.590022413,7.652340381,82.72494,0.373781431,-12.945821388,2484.003526,,2,Ball,
"Garcia, Sam",822760,,2025-03-23 10:41:59.760,,FA,,5.686107384,-2.329338386,7.58626209,83.83616,,,2049.713793,,,,
"Garcia, Sam",822760,,2025-03-23 10:47:23.010,,SW,,5.298629584,-2.900777722,7.204912205,73.80128,1.53266175,9.672360368,2210.827289,,,,
"Garcia, Sam",822760,,2025-03-23 10:36:21.250,,FA,,5.815765076,-2.542812421,7.64387209,82.56119,13.869489154,-8.879154095,1965.863583,,,,
"Garcia, Sam",822760,,2025-03-23 10:44:59.000,,FA,,5.764527045,-2.368972854,7.63745209,86.76089,11.757841637,-6.085699195,2098.349324,,,,
"Garcia, Sam",822760,,2025-03-23 10:41:10.030,,FC,,5.87267902,-2.411655902,7.419386643,81.24387,2.64827676,-6.66588722,2031.882618,,,,
"Garcia, Sam",822760,,2025-03-23 10:40:20.940,,FA,,5.853580446,-2.462635798,7.49084209,82.03745,12.381514483,-6.451004035,2010.843716,,,,
"Sanchez, Dikember",699129,Maryvale Backfield 7,2025-03-23 14:08:41.000,R,FA,00,5.806819112,2.046242886,6.197497957,89.09315,9.627118334,7.765476782,2181.250673,,0,Ball,
"Sanchez, Dikember",699129,Maryvale Backfield 7,2025-03-23 14:11:37.000,L,SL,00,5.460097683,2.498125657,5.956520247,85.68704,2.927320226,-4.978056535,2505.949989,,0,Called Strike,
"Birchard, Ryan",804670,,2025-03-24 10:10:14.950,,FA,,6.3493925,-0.4198772766,7.17937187,89.65858,16.39430585,8.833628807,2180.242111,,,,
"Birchard, Ryan",804670,,2025-03-24 10:03:48.740,,FA,,6.418758567,-0.4278687631,7.18080187,89.09749,15.453347216,3.477389087,1977.277591,,,,
"Rund, Aaron",810921,Maryvale Backfield 7,2025-03-24 11:02:15.870,L,SI,01,4.26423831,1.594430459,6.503438151,92.41539,4.634411932,14.797225415,2102.82473,,2,Ball,
"Rodriguez, Manuel",804973,,2025-03-24 12:09:18.720,,CH,,5.45743,2.19245,,80.89002,3.12258,8.284,1545.175552,,,,
"Aquino, Patricio",699223,,2025-03-24 11:42:43.070,,,,5.425729057,2.896633115,5.40873187,72.00818,4.5349014,0.3300885741,1959.408796,,,,
"Aquino, Patricio",699223,,2025-03-24 11:42:10.360,,,,5.342532066,3.057001515,6.96114187,75.21548,5.640452699,17.786848135,1766.79964,,,,
"Aquino, Patricio",699223,,2025-03-24 11:42:29.020,,,,5.323367724,2.974902657,6.72116187,74.25692,6.456566197,15.809234262,1827.318448,,,,
"Rund, Aaron",810921,Maryvale Backfield 7,2025-03-24 11:04:08.600,L,SW,00,4.312213115,1.721979223,6.48185885,82.77081,3.157731836,-2.48201296,2451.354839,,1,In Play,Out
"Rund, Aaron",810921,Maryvale Backfield 7,2025-03-24 11:22:10.710,L,SW,12,4.21152248,1.757958192,6.274105785,82.08728,2.589143233,-4.735120788,2572.253783,,1,Swinging Strike,
"Flores, Anthony",800260,SaltRiverAZDBacksBF3,2025-03-24 14:15:51.750,R,FA,31,5.109547865,-1.612711748,5.989074282,89.81352,11.401695536,-6.069232055,2593.153162,,0,In Play,Fielders Choice
"Flores, Anthony",800260,SaltRiverAZDBacksBF3,2025-03-24 14:13:14.920,R,SL,22,5.091791434,-1.573351905,5.734831219,85.76377,2.202026048,2.998049423,3135.17159,,0,Ball,
"Gillis, Tanner",828705,SaltRiverAZDBacksBF3,2025-03-24 15:06:07.990,R,SI,00,5.590978255,1.730383506,7.372418151,93.60587,9.537443091,12.550800899,2369.594834,,0,Foul,
"Figueroa, Jeferson",689951,American Family Fields of Phoenix,2025-03-24 14:21:40.000,R,FA,00,5.792777,1.063432,5.161205,92.296144,15.068394,-0.44757,2213.006923,,2,Called Strike,
"Letson, Bishop",811309,,2025-03-26 14:19:03.920,,FA,,4.93508361,1.793209116,7.79309187,88.08994,13.459838303,11.469457376,2366.862785,,,,
"Letson, Bishop",811309,,2025-03-26 14:22:58.460,,SI,,4.800371713,1.542266766,7.760539559,91.83889,8.800106146,14.883493104,2370.300494,,,,
"Letson, Bishop",811309,,2025-03-26 14:20:02.740,,CH,,4.66103709,1.796224918,7.733861682,84.60234,8.93850042,16.326002282,1928.006408,,,,
"Garcia, Sam",822760,Papago Sports Complex,2025-03-26 19:21:46.000,R,FA,20,5.241901,-2.774606,7.01081,86.356064,15.42539,-9.479551,2078.044396,,0,In Play,Sacrifice
"Garcia, Sam",822760,Papago Sports Complex,2025-03-26 19:03:54.000,L,FA,02,5.42194,-2.827006,6.914688,89.34599,15.626816,-6.027607,2153.752862,,2,Ball,
"Rodriguez, Yerlin",693750,Papago Sports Complex,2025-03-26 20:40:17.000,R,SI,12,5.192452,2.205153,5.575138,97.128484,4.420348,13.946714,2341.577157,,0,Ball,
"Broca, Jesus",695871,Papago,2025-03-26 20:27:39.000,L,FA,11,5.59403425,-1.555265723,5.861280462,92.25447,13.857077841,-2.460127575,2452.138859,,2,Swinging Strike,
"Garcia, Sam",822760,Papago Sports Complex,2025-03-26 18:46:22.000,L,SW,12,5.031017,-3.18947,6.781549,76.317395,9.285885,8.254697,2300.536832,,2,In Play,Out
"Garcia, Sam",822760,Papago Sports Complex,2025-03-26 19:40:13.000,L,FA,02,5.251859,-2.819269,7.274309,87.302388,14.714346,-8.716008,156.048712,,1,Ball,
"Garcia, Sam",822760,Papago Sports Complex,2025-03-26 19:18:39.000,L,SW,22,4.964246,-3.281835,6.96142,76.636431,3.804414,12.482558,1112.112155,,0,Foul,
"Garcia, Sam",822760,Papago Sports Complex,2025-03-26 18:41:36.000,L,FA,11,5.389431,-2.653985,7.207503,88.789408,15.537295,-5.60624,2065.055172,,1,Ball,
"Garcia, Sam",822760,Papago Sports Complex,2025-03-26 19:01:25.000,R,SW,00,4.999133,-3.106739,6.674848,76.320962,6.43765,9.091871,2230.537051,,1,Foul,
"Garcia, Sam",822760,Papago Sports Complex,2025-03-26 18:56:53.000,L,FA,30,5.302409,-2.739334,7.102417,88.378862,18.20856,-6.92363,2140.286961,,0,Called Strike,
"Maldonado, Aidan",682251,Papago Sports Complex,2025-03-26 20:21:26.000,L,FA,11,5.485551,1.463484,6.6578,93.422818,14.816928,7.721462,2172.453202,,1,Called Strike,
"Garcia, Sam",822760,Papago Sports Complex,2025-03-26 19:39:08.000,L,SW,21,5.150074,-3.018596,6.930429,76.175226,4.609283,13.034763,2217.283154,,0,In Play,Out
"Garcia, Sam",822760,Papago Sports Complex,2025-03-26 19:15:47.000,R,FA,10,5.250494,-2.749784,7.090282,87.434891,16.001823,-6.743729,2151.989536,,0,Ball,
"Seppings, Jack",808952,Papago,2025-03-26 20:05:25.000,L,FC,00,5.707836635,2.845851312,6.409974819,89.6917,5.916460666,0.1113330004,2582.885552,,1,Called Strike,
"Figueroa, Jeferson",689951,,2025-03-26 15:18:26.340,,FA,,5.489264084,1.142390727,6.04646187,88.2586,16.200355954,7.21432897,2227.495598,,,,
"Figueroa, Jeferson",689951,,2025-03-26 15:18:09.990,,FA,,5.546956205,1.176116556,5.97879187,88.02986,16.181943853,6.972651656,2200.529796,,,,
"Flores, Anthony",800260,,2025-03-27 14:37:12.480,,CU,,5.297826199,-1.654738872,5.44166637,78.79122,-0.8410214386,10.547633944,3363.708129,,,,
"Flores, Anthony",800260,,2025-03-27 14:38:57.960,,SL,,4.831797992,-1.915824992,5.498492627,84.72543,4.491965314,1.020983305,,,,,
"Flores, Anthony",800260,,2025-03-27 14:44:48.600,,SL,,4.835307318,-1.9347269,5.344312627,83.71015,,,2931.305747,,,,
"Welch, Chandler",803068,,2025-03-27 14:21:26.700,,SW,,5.00765,2.05381,,78.20092,,,2530.261309,,,,
"Gillis, Tanner",828705,,2025-03-27 14:55:03.910,,FA,,5.001998356,2.31428556,7.34650187,89.83602,11.222520898,6.621956322,2154.47294,,,,
"Sanchez, Dikember",699129,Maryvale Backfield 7,2025-03-27 19:01:03.490,L,FA,10,5.733285165,2.163476155,6.216267957,92.25565,13.054593976,7.937799451,2508.654281,,1,Swinging Strike,
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-27 18:49:22.530,R,SW,22,6.203100146,-0.6553336003,6.634120381,83.18707,0.8535192438,-9.53502575,2549.793376,,1,Ball,
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-27 18:25:10.700,L,FC,31,6.295765625,-0.2670653082,6.960992984,90.02731,15.629280905,-2.246159979,2452.411061,,2,Swinging Strike,
"Root, Bayden",694843,Maryvale Backfield 7,2025-03-27 20:41:57.790,L,SL,00,4.683873853,0.9087016518,6.692771219,90.92718,3.94576958,-2.791091911,2591.470244,,0,Called Strike,
"Sanchez, Dikember",699129,Maryvale Backfield 7,2025-03-27 19:00:07.520,L,FA,00,5.749136825,2.18908881,6.026677957,91.55822,8.357177644,3.932035295,2448.986069,,0,Called Strike,
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-27 18:46:57.450,L,FA,00,6.233750177,-0.5555432856,6.844947957,89.6488,20.758240538,3.19735328,2140.173174,,0,Ball,
"Root, Bayden",694843,Maryvale Backfield 7,2025-03-27 20:42:19.020,L,SI,01,4.643112585,0.9821567048,7.112682597,95.20286,2.140395478,12.861134028,2210.079312,,0,Called Strike,
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-27 18:26:08.120,R,SW,00,6.382607523,-0.2381278714,6.823190381,82.60788,0.02892749474,-12.952122139,2485.893321,,2,Called Strike,
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-27 18:49:42.660,R,FC,32,6.132688256,-0.6870891854,7.010852984,89.97276,9.900484206,-2.916626913,2351.079273,,1,Ball,
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-27 18:35:12.480,L,CU,22,6.275129482,-0.6880117661,6.64829246,78.36119,-12.196467727,-5.366917242,2465.749292,,0,Foul,
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-27 18:36:45.170,L,FC,12,6.271831604,-0.6074266499,6.788652984,89.44659,11.537874944,-5.413111291,2516.931853,,1,Ball,
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-27 18:50:14.040,L,FA,00,6.256896377,-0.7712190483,6.955847957,91.57213,19.88758815,1.758091579,2143.220294,,1,Called Strike,
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-27 18:37:02.090,L,CU,22,6.359588694,-0.6421968623,7.08772246,77.60837,-10.580526031,-6.054668028,2521.257058,,1,Ball,
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-27 18:36:28.630,L,FC,11,6.351512874,-0.7423776173,7.021822984,87.79721,15.074230812,-3.515423618,2420.795995,,1,Swinging Strike,
"Sanchez, Dikember",699129,Maryvale Backfield 7,2025-03-27 19:01:17.450,L,SL,11,5.533549567,2.432940309,6.081521219,86.30879,3.539509847,-4.437352259,2888.811811,,1,Foul,
"Cruz, Stiven",691602,,2025-03-28 14:58:43.630,,CU,,5.800790435,0.4533891379,5.80967637,73.96901,-14.93066092,-13.157952432,2401.861064,,,,
"Cruz, Stiven",691602,,2025-03-28 14:55:53.040,,FA,,5.126694886,0.905067195,6.09214187,88.9334,20.346942738,11.218402073,2407.441601,,,,
