BREWERS_PITCHER,PITCHER_ID,STADIUM,DATE_TIME,BATTER_SIDE,PITCH_TYPE,COUNT,REL_HEIGHT,REL_SIDE,EXTENSION,VELOCITY,INDUCED_VERT_BREAK,HORZ_BREAK,SPIN_RATE,TEMPERATURE,OUTS,PITCH_CALL,PLAY_RESULT
"Root, Bayden",694843,Neuroscience Group Field,2025-05-17 03:28:47.421,R,SI,01,4.834201442,1.21793245,6.527964959,93.779455676,7.206140364,11.13177641,2327.639272086,62,0,"In Play, Out(s)",Field Out
"Root, Bayden",694843,Neuroscience Group Field,2025-05-17 03:29:43.836,R,SL,01,4.850913983,1.148013075,6.578354981,87.948032391,-3.761468295,-6.919472773,2867.050351149,62,1,Ball,
"Root, Bayden",694843,Neuroscience Group Field,2025-05-17 03:30:31.182,R,SW,12,4.809269269,1.110967676,6.751968504,86.38694289,-2.688284284,-14.938689074,,62,1,Ball,
"Root, Bayden",694843,Neuroscience Group Field,2025-05-17 03:30:02.448,R,SI,11,4.656754136,1.158859182,6.473579298,93.301908258,7.325326035,11.537268471,2323.012862016,62,1,Swinging Strike,
"Root, Bayden",694843,Neuroscience Group Field,2025-05-17 03:28:29.136,R,SI,00,4.799591388,1.338599835,6.671193335,93.728503702,7.784542946,9.673814317,2280.124311836,62,0,Called Strike,
"Root, Bayden",694843,Neuroscience Group Field,2025-05-17 03:31:32.732,L,SI,00,4.692481912,1.474340548,6.173269361,94.082153688,6.055592383,11.788328438,2363.447740801,62,1,"In Play, Out(s)",Grounded Into DP
"Root, Bayden",694843,Neuroscience Group Field,2025-05-17 03:30:51.097,R,SI,22,4.680532816,1.25516984,6.692175373,94.035389012,6.060207241,15.526270123,2346.480158504,62,1,"In Play, No Out",Single
"Gillis, Tanner",828705,,2025-05-16 14:35:09.690,,CH,,5.830586283,2.591934677,7.426420623,82.28738,-3.570105132,15.521317791,1825.783511,,,,
"Figueroa, Jeferson",689951,,2025-05-17 11:29:22.660,,FA,,6.258825925,2.027590327,5.335448468,84.4745,18.014678237,8.215277488,2218.317977,,,,
"Gillis, Tanner",828705,,2025-05-16 14:35:35.110,,FC,,5.827129767,2.588225566,7.327657739,85.20872,1.812083015,-0.02867473433,2433.303196,,,,
"Gillis, Tanner",828705,,2025-05-16 14:36:37.250,,SL,,5.880665181,2.442855475,7.157453966,79.66982,-2.365753077,-2.70191165,,,,,
"Figueroa, Jeferson",689951,,2025-05-17 11:28:08.680,,FA,,6.553478471,1.968094086,5.339098468,82.51277,,,2115.061796,,,,
"Figueroa, Jeferson",689951,,2025-05-16 14:49:17.390,,SL,,6.403970123,2.420946339,5.300733966,75.22248,3.479258011,-4.574652212,,,,,
"Broca, Jesus",695871,,2025-05-16 14:45:05.320,,SL,,6.170857163,-1.301457641,5.821673966,76.76094,-6.314384752,5.254920663,2510.426614,,,,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:11:42.694,R,FA,12,6.467299025,-1.139694946,6.745248318,92.841884733,20.614723587,0.7979603216,2294.794724257,60,0,Foul,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:12:52.900,R,FA,10,6.417038919,-0.8736225159,6.938862026,89.639325338,21.429640438,1.646461814,2079.379943859,60,1,Swinging Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:10:41.566,R,FA,00,6.504773649,-0.9430035375,6.980470493,90.707632732,22.781300316,-0.9547508146,2164.112556214,60,0,Foul,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:43:12.833,R,FA,01,6.475269916,-0.9625618088,6.654743649,91.189717468,18.302713819,2.503050745,2099.857203714,60,1,"In Play, Out(s)",Field Out
"Broca, Jesus",695871,,2025-05-16 14:45:31.930,,FA,,6.347199585,-1.377890913,6.097098468,88.31761,15.677303979,-8.874844468,2320.052822,,,,
"Gillis, Tanner",828705,,2025-05-16 14:31:57.180,,FA,,5.820258456,2.924910321,7.515638468,87.86823,8.396646243,7.58712755,2272.043013,,,,
"Figueroa, Jeferson",689951,,2025-05-16 14:49:37.540,,FA,,6.749459238,2.390728793,5.721348468,83.42778,,,2308.179878,,,,
"Sanchez, Dikember",699129,,2025-05-17 11:31:31.290,,FA,,5.922608757,2.423161489,5.725688468,84.89328,6.365632904,5.4929122,2196.799036,,,,
"Broca, Jesus",695871,,2025-05-16 14:47:08.820,,SI,,6.165840265,-1.47580608,6.019807586,88.98133,9.162380033,-13.697225892,2202.331741,,,,
"Gillis, Tanner",828705,,2025-05-16 14:36:52.520,,SL,,5.972120408,2.571724023,7.131803966,81.06015,-3.016160801,-4.366102817,,,,,
"Sanchez, Dikember",699129,,2025-05-17 11:30:33.110,,FA,,6.028126192,2.347672089,5.697988468,83.47815,5.800440294,4.614313167,2182.786882,,,,
"Gillis, Tanner",828705,,2025-05-16 14:37:12.850,,FC,,5.872602527,2.545250615,7.175987739,86.20348,0.8813441421,1.230381652,2545.179507,,,,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:12:04.440,R,CU,12,6.439684316,-0.9127546088,7.166559068,76.803781223,-17.232419537,-6.250908794,2580.646774961,60,0,Called Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:23:26.932,R,FA,02,6.534140983,-0.8778365521,6.65805339,92.424879786,21.1605772,3.378321303,2379.19615522,60,0,Ball,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:26:41.760,L,CU,22,6.448878464,-0.983342859,6.750797826,77.906191731,-18.16281548,-2.357459998,2534.443884894,60,1,Ball,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:45:08.315,R,FA,11,6.422826428,-0.748640107,6.835471978,91.463514112,18.163263969,4.646574834,2182.426237463,60,2,"In Play, No Out",Single
"Broca, Jesus",695871,,2025-05-16 14:41:20.530,,SI,,6.542620742,-1.284554736,5.686227586,81.78265,,,2202.343701,,,,
"Gillis, Tanner",828705,,2025-05-16 14:34:11.890,,SI,,5.579212433,2.664300245,7.829557586,86.98983,0.6011671906,11.906915703,2262.073042,,,,
"Figueroa, Jeferson",689951,,2025-05-17 11:28:52.200,,FA,,6.260622809,1.896817685,5.423678468,83.43191,19.116940542,5.088010409,2184.271103,,,,
"Broca, Jesus",695871,,2025-05-16 14:43:04.530,,SI,,6.273650845,-1.485194526,6.194347586,87.35406,8.880532844,-6.847376902,2184.620273,,,,
"Sanchez, Dikember",699129,,2025-05-17 11:33:30.850,,FA,,6.089015869,2.391045413,5.635018468,84.60495,4.022861416,1.201898773,2338.231352,,,,
"Figueroa, Jeferson",689951,,2025-05-17 11:29:11.630,,FA,,6.208117936,1.737285384,5.480388468,83.8221,18.888107075,5.806878954,2194.072334,,,,
"Broca, Jesus",695871,,2025-05-16 14:46:35.340,,SL,,6.089433647,-1.411637908,5.538963966,77.44475,-8.369369666,4.503798885,2624.102872,,,,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:14:32.890,R,SW,11,6.35443163,-0.6834394665,7.225011212,81.630574958,-8.308254893,-17.098347472,2515.301875135,60,2,Ball,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:40:19.663,R,FC,00,6.536875955,-0.7077469711,6.457228799,86.670785241,7.856174271,-0.5546504426,2373.735087666,60,0,Called Strike,
"Figueroa, Jeferson",689951,,2025-05-17 11:28:31.770,,FA,,6.34352637,1.711725254,5.311928468,83.26122,21.190242786,5.348740788,2116.681399,,,,
"Broca, Jesus",695871,,2025-05-16 14:44:09.190,,SI,,6.130224703,-1.571947025,6.150577586,88.91927,7.576326731,-13.385259759,2286.151925,,,,
"Broca, Jesus",695871,,2025-05-16 14:44:47.840,,CH,,6.119020362,-1.37605215,6.268470623,81.14352,8.199743906,-13.527017975,1925.109653,,,,
"Figueroa, Jeferson",689951,,2025-05-17 11:28:42.670,,FA,,6.229632401,1.888543544,5.365978468,82.46584,17.545423617,7.342287153,2179.109449,,,,
"Figueroa, Jeferson",689951,,2025-05-17 11:29:01.050,,FA,,6.24366693,1.914476493,5.442368468,83.3002,19.116902706,5.744596974,2177.12816,,,,
"Broca, Jesus",695871,,2025-05-16 14:42:47.260,,SL,,6.220070686,-1.313672778,5.746713966,76.16811,-6.153593594,4.89641003,2482.452917,,,,
"Gillis, Tanner",828705,,2025-05-16 14:34:27.610,,CH,,5.709871193,2.67230565,7.595930623,82.15707,-0.8675009648,9.48612543,1592.212496,,,,
"Gillis, Tanner",828705,,2025-05-16 14:34:46.560,,CH,,5.802009549,2.757816062,7.293870623,82.76032,1.213435758,10.158251794,1762.108707,,,,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:13:09.129,R,CU,11,6.395595111,-1.072426259,6.738098912,77.634355213,-17.231100323,-0.7827708291,2560.22939281,60,1,Ball,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:12:31.472,R,FA,00,6.492037904,-0.9293222676,6.489176281,93.111591951,24.43212977,-0.1225027433,2188.618186631,60,1,Ball,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:13:58.547,R,FA,00,6.516576427,-0.922096207,6.90491156,93.180803338,22.221520329,-1.868481805,2222.008240468,60,2,Called Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:28:20.101,R,FA,02,6.509573543,-1.326834315,6.713134875,92.500511534,22.548809588,0.360692878,2320.99296311,60,2,Swinging Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:40:49.050,R,SW,02,6.416480516,-0.6865035076,6.643736004,80.963584082,3.580984206,-12.059452365,2533.86048446,60,0,Foul Tip,
"Gillis, Tanner",828705,,2025-05-16 14:33:56.960,,SI,,5.686231687,2.649042885,7.678907586,87.29498,-0.2164367852,16.110410811,2272.593528,,,,
"Broca, Jesus",695871,,2025-05-16 14:42:05.290,,SI,,6.112528761,-1.504249095,6.019797586,86.73375,9.115929474,-14.29756592,2223.458362,,,,
"Broca, Jesus",695871,,2025-05-16 14:42:33.890,,SL,,6.252253248,-1.287327569,5.366813966,75.10044,-8.202838975,4.953581618,2545.186015,,,,
"Sanchez, Dikember",699129,,2025-05-17 11:31:12.990,,SL,,5.745164467,2.531568019,5.718483966,81.21098,-0.9251754083,-6.26290202,,,,,
"Gillis, Tanner",828705,,2025-05-16 14:32:21.420,,FA,,5.656329839,2.657560727,7.697288468,88.18526,10.51433606,7.687352718,2248.816555,,,,
"Gillis, Tanner",828705,,2025-05-16 14:36:08.100,,FC,,5.861297203,2.502058556,7.298297739,86.4953,4.277244882,2.096442286,2413.24762,,,,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:11:17.089,R,SW,11,6.331198271,-0.51298338,7.088583849,81.026566149,-4.664486133,-14.987993952,2452.386471626,60,0,Swinging Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:24:52.433,L,FC,00,6.449614615,-0.6506305233,6.535404777,88.424209071,9.643810422,-8.369138488,2460.717127466,60,1,Ball,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:27:54.865,R,FA,01,6.477989072,-1.177602736,6.802318097,92.38583576,21.899637962,4.383121205,2335.781145654,60,2,Swinging Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:26:21.135,L,FA,12,6.464419756,-0.9835811029,6.738689259,92.39660342,20.700946368,4.696358657,2244.334967496,60,1,Ball,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:25:56.967,L,FA,12,6.393363571,-1.009847885,6.829918429,92.830079503,20.690788699,3.388991545,2191.894353944,60,1,Foul,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:27:09.151,L,SW,32,6.387642309,-0.1821328191,6.598503714,81.442585255,-4.5105119,-17.015727645,2406.174511291,60,1,Called Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:41:21.648,R,FA,00,6.440801658,-0.9016709023,6.662522517,92.033355925,20.682847079,2.735845249,2209.913360157,60,1,Called Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:41:40.177,R,FA,01,6.508076727,-0.9324944533,6.386864223,93.13849201,21.252208312,1.957145065,2298.624615572,60,1,Hit By Pitch,
"Broca, Jesus",695871,,2025-05-16 14:41:36.760,,SL,,6.181586342,-1.82618476,5.375553966,70.5108,-3.450324013,7.257758559,2393.308161,,,,
"Broca, Jesus",695871,,2025-05-16 14:43:29.850,,FA,,6.248355595,-1.480556365,6.051958468,85.29029,16.362971824,-4.413562363,2256.636904,,,,
"Broca, Jesus",695871,,2025-05-16 14:44:23.210,,SL,,6.139506513,-1.275259045,5.760063966,77.29171,-5.299967866,7.656705135,2600.937352,,,,
"Broca, Jesus",695871,,2025-05-16 14:41:29.220,,SI,,6.082488653,-1.862218058,6.043737586,82.99179,5.533146824,-13.56293499,2017.948017,,,,
"Gillis, Tanner",828705,,2025-05-16 14:35:50.500,,FC,,5.867854049,2.163919253,7.293737739,85.47688,2.26228126,-1.238940587,2424.683034,,,,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:23:44.711,R,SW,12,6.431601436,-0.780193959,6.454630014,80.522313033,-2.201191403,-12.608558488,2492.109650696,60,0,Ball,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:25:33.791,L,CU,11,6.458742678,-0.9724993193,6.56489169,76.927613403,-16.876380023,-2.496213153,2521.793923997,60,1,Called Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:22:45.990,R,FC,00,6.521883476,-0.7033118116,6.720703393,87.859060905,8.697725031,1.334468891,2328.229851472,60,0,Called Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:43:54.376,R,FA,00,6.500000077,-0.4602405506,6.287171556,90.729099108,17.185670647,5.965655552,2173.256704643,60,2,Ball,
"Figueroa, Jeferson",689951,,2025-05-16 14:49:27.420,,FA,,6.365176149,2.373178768,5.741358468,83.88466,14.278716741,8.166353667,2245.371823,,,,
"Broca, Jesus",695871,,2025-05-16 14:42:19.650,,SI,,6.17896,-1.88373,,86.90027,7.91207,-16.84013,2215.590041,,,,
"Broca, Jesus",695871,,2025-05-16 14:45:55.670,,SL,,6.198067621,-1.379917737,5.557333966,76.2296,-5.67073775,5.008736767,,,,,
"Sanchez, Dikember",699129,,2025-05-17 11:33:13.190,,CU,,6.233241547,2.091882528,5.815176161,79.28127,,,,,,,
"Sanchez, Dikember",699129,,2025-05-17 11:32:29.110,,SL,,5.813511913,2.574240783,5.544823966,79.90719,-3.789314251,-6.080930803,,,,,
"Gillis, Tanner",828705,,2025-05-16 14:37:33.190,,SL,,5.906285738,2.388405404,7.304413966,81.97008,-0.08965674807,-2.95012887,,,,,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:14:15.445,R,CU,01,6.517614,-0.9175074768,6.658656776,77.883750609,-18.280086504,-1.543499802,2628.791699176,60,2,Ball,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:11:01.138,R,FA,01,6.538402051,-0.9681236959,7.02913395,92.876439636,21.697180758,0.001377960289,2275.035682311,60,0,Ball,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:13:26.882,R,FC,21,6.428815698,-0.6253066567,7.032330398,89.879033505,9.536284977,-5.096242912,2462.147982039,60,1,"In Play, Out(s)",Field Out
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:14:50.337,R,FC,21,6.383999652,-0.8008888506,7.004462581,87.933762296,8.143469661,-1.482488821,2403.158031772,60,2,"In Play, Out(s)",Field Out
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:25:07.939,L,FA,10,6.385377583,-1.058064922,6.821596152,91.536710293,22.394580721,4.001411638,2239.846386169,60,1,Foul,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:24:00.424,R,SW,22,6.289242045,-0.6967595983,6.731306204,81.519742585,-1.279495657,-15.069734808,2448.792517486,60,0,Ball,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:24:19.681,R,FA,32,6.367514078,-1.022639912,6.948472251,91.500280236,19.321843423,0.1438837291,2368.677094885,60,0,Swinging Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:42:17.431,R,FC,00,6.561809006,-0.5351114404,6.335557955,84.27557462,6.842500805,-3.407585159,2315.127962425,60,1,Swinging Strike,
"Figueroa, Jeferson",689951,,2025-05-16 14:49:08.360,,SL,,6.354901684,2.401304028,5.241493966,74.48513,2.592790324,-3.455512194,,,,,
"Figueroa, Jeferson",689951,,2025-05-17 11:28:19.300,,FA,,6.263576404,1.719744505,5.295748468,82.42855,18.431090153,5.99358777,2117.848585,,,,
"Sanchez, Dikember",699129,,2025-05-17 11:30:59.040,,SL,,5.789022162,2.840298185,5.445653966,80.61222,0.1907747962,-5.965487011,,,,,
"Sanchez, Dikember",699129,,2025-05-17 11:30:45.940,,FA,,6.085460844,2.478499131,5.735658468,84.23251,5.169319517,4.60892437,2157.353254,,,,
"Sanchez, Dikember",699129,,2025-05-17 11:32:57.960,,SL,,5.804595634,2.81542316,5.334693966,80.70852,-4.208617007,-7.29360377,2725.488262,,,,
"Broca, Jesus",695871,,2025-05-16 14:46:16.580,,SI,,6.164856731,-1.349247166,6.064437586,88.35804,6.889297213,-12.536121188,2247.269232,,,,
"Gillis, Tanner",828705,,2025-05-16 14:37:52.550,,FA,,5.732812549,2.6903387,7.746738468,89.63496,8.761154267,8.711975312,2343.76506,,,,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:27:40.875,R,FA,00,6.378672137,-1.042199062,7.044796092,92.612077132,24.313900733,3.291150583,2307.996990637,60,2,Called Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:23:00.360,R,FA,01,6.525347001,-0.9339434748,6.628046002,91.994914973,22.106379863,1.594013252,2157.65125058,60,0,Swinging Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:44:44.761,R,SW,10,6.425762705,-0.482740378,6.354159355,81.745183518,-4.97392995,-12.921664825,2495.640847374,60,2,Swinging Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:40:34.911,R,CU,01,6.532919254,-0.8024171016,6.587185588,75.085171703,-19.846691017,-7.930031695,2580.752943198,60,0,Called Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:46:08.508,R,FA,01,6.546956848,-0.9035226807,6.497638767,92.958747487,22.43829511,0.5739464454,2098.606061291,60,2,Ball,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 18:47:44.259,R,CU,22,6.382725183,-0.8991532146,6.584431988,78.052159582,-18.055063946,1.161070261,2549.219932979,60,2,Swinging Strike,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 19:07:31.834,R,FC,31,6.485702905,-0.7275188047,6.597674031,87.824169242,14.851716639,-5.785992922,2329.236397444,60,2,Ball,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 19:29:13.764,R,FA,12,6.448277685,-0.9940153234,6.583614184,92.25617631,21.704432675,3.120282129,2229.2197011,60,2,Ball,
"Garcia, Sam",822760,,2025-05-17 15:04:31.640,,FA,,4.763670826,-3.10398331,6.706058468,85.47194,17.162640057,-11.510782153,2071.748461,,,,
"Garcia, Sam",822760,,2025-05-17 14:53:05.150,,FA,,4.976174488,-2.884135535,6.892348468,81.99349,16.897818667,-9.706130256,1989.372722,,,,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 19:28:12.436,R,CU,00,6.341762859,-0.870062636,6.74248171,76.042179254,-17.111462047,0.1764088996,2455.964945899,60,2,Ball,
"Garcia, Sam",822760,,2025-05-17 14:55:00.920,,FA,,4.816842318,-2.948949926,6.794998468,83.09875,16.741497383,-8.204127411,1957.905092,,,,
"Birchard, Ryan",804670,Neuroscience Group Field,2025-05-17 19:29:58.598,R,FA,32,6.466536876,-0.9728233377,6.681128605,91.408135559,20.821460618,-0.2216688665,2102.861762781,60,2,Foul,
"Rodriguez, Yerlin",693750,Neuroscience Group Field,2025-05-17 19:45:01.152,R,SL,32,5.791370985,1.301300156,6.231312419,87.343570041,-3.850235748,-5.833652769,2590.893461474,60,0,Called Strike,
"Rodriguez, Yerlin",693750,Neuroscience Group Field,2025-05-17 19:33:57.202,L,SL,21,5.766822578,1.562581933,6.607933156,87.823954957,-0.9845980083,-6.801455641,2753.157526299,60,2,Swinging Strike,
"Maldonado, Aidan",682251,Neuroscience Group Field,2025-05-17 20:13:42.819,R,FA,00,5.648709491,1.545827251,6.596195827,91.610765913,15.353781904,12.211005099,1991.261948546,60,1,Foul,
"Maldonado, Aidan",682251,Neuroscience Group Field,2025-05-17 20:12:16.761,R,CH,01,5.438716705,1.791966245,6.72378487,83.673698567,2.097403401,16.852211979,2009.513747986,60,0,Swinging Strike,
"Maldonado, Aidan",682251,Neuroscience Group Field,2025-05-17 20:17:59.346,R,SW,12,5.563753855,1.774867839,6.741211618,81.355012745,-11.327194017,-15.44400028,2149.36136507,60,2,Ball,
"Woessner, Tyler",681216,,2025-05-17 15:33:24.160,,FC,,6.250608387,1.332962446,5.723447739,82.33512,2.98241129,1.022662652,2207.628142,,,,
"Woessner, Tyler",681216,,2025-05-17 15:33:05.850,,FA,,6.27538549,1.251823979,6.094738468,91.20145,15.027224485,13.532530446,2434.902558,,,,
"Langhorne, Miles",695680,Five County Stadium,2025-05-17 23:23:44.085,L,FA,31,5.506219651,1.289126304,6.652502947,94.583413122,11.661051101,8.88133539,2410.762489225,84,1,Swinging Strike,
"Langhorne, Miles",695680,Five County Stadium,2025-05-17 23:26:22.613,L,FA,02,5.433000415,1.401980618,6.466466221,96.239510257,11.212018949,8.020669148,2352.619588698,84,1,Foul,
"Langhorne, Miles",695680,Five County Stadium,2025-05-17 23:42:25.516,R,CU,10,5.330015121,1.501059791,6.44706908,79.903454478,-10.893718259,-15.642686721,2273.890297628,84,0,Hit By Pitch,
"Langhorne, Miles",695680,Five County Stadium,2025-05-18 00:08:58.937,R,SL,12,5.288557565,1.088200212,6.739925511,86.18984655,-4.600355133,-2.617941002,2560.983000448,84,1,Swinging Strike,
"Langhorne, Miles",695680,Five County Stadium,2025-05-17 23:53:48.712,L,FA,10,5.446325208,1.205867644,6.867412586,94.618366959,9.152596286,2.419916089,2296.827411196,84,2,"In Play, Out(s)",Field Out
"Langhorne, Miles",695680,Five County Stadium,2025-05-17 23:48:40.654,R,SL,12,5.308561559,1.233940631,6.777653034,85.634848894,-6.319737044,-4.595124419,2502.845662376,84,0,Ball,
"Langhorne, Miles",695680,Five County Stadium,2025-05-18 00:09:25.173,R,FA,00,5.41864724,0.71359015,6.984997514,94.799467729,10.22483566,4.073550043,2284.144471715,84,2,Ball,
"Langhorne, Miles",695680,Five County Stadium,2025-05-18 00:27:02.662,L,SL,22,5.175716886,1.266823481,6.639050644,85.113577956,-1.242724399,-4.701622802,2426.836773443,84,2,Ball,
"Cruz, Stiven",691602,Montgomery Riverwalk Stadium,2025-05-18 01:23:45.797,R,SI,00,5.326985732,1.133720243,5.42322921,90.42856017,6.362183172,15.746435772,2267.343613574,82,1,Ball,
"Broca, Jesus",695871,,2025-05-18 11:21:46.850,,SL,,5.925037653,-1.530106956,5.258393966,78.75616,-3.911720754,4.222779517,,,,,
"Broca, Jesus",695871,,2025-05-18 11:22:36.590,,SI,,5.888935066,-1.723129924,5.892847586,90.49041,7.952751567,-14.652182464,2292.116237,,,,
"Welch, Chandler",803068,Five County Stadium,2025-05-18 18:04:16.757,R,FA,12,5.487817263,1.268733795,6.734457509,90.944545888,15.335174901,4.25212678,2284.748973457,82,0,Ball,
"Gillis, Tanner",828705,Neuroscience Group Field,2025-05-18 18:13:30.516,R,SL,11,5.573633549,1.736067547,7.187511597,86.289873047,-1.072546043,-3.453002469,2712.7492868,57,2,Ball,
"Welch, Chandler",803068,Five County Stadium,2025-05-18 18:08:48.286,L,FA,01,5.440039815,1.333346612,6.549238164,92.827381639,12.520398965,12.384577178,2336.620564181,82,2,Foul,
"Welch, Chandler",803068,Five County Stadium,2025-05-18 18:06:58.289,L,SW,12,5.337795957,1.558331648,6.66272853,77.188740155,0.950379148,-15.267787934,2363.030358501,82,1,"In Play, Run(s)",Home Run
"Gillis, Tanner",828705,Neuroscience Group Field,2025-05-18 18:28:46.409,R,FC,02,5.519508468,1.753006934,7.037954604,88.611060308,0.8351646214,-0.1347165586,2547.717772137,57,2,Ball,
"Gillis, Tanner",828705,Neuroscience Group Field,2025-05-18 18:26:53.028,R,FC,31,5.488351344,2.073488522,7.059212552,90.586647212,6.508153153,-0.28860918,2566.723874612,57,2,Called Strike,
"Gillis, Tanner",828705,Neuroscience Group Field,2025-05-18 18:39:56.505,R,FA,31,5.461985687,1.975202842,7.087326315,92.985890639,9.291662698,2.040357859,2205.932010401,57,1,Called Strike,
"Gillis, Tanner",828705,Neuroscience Group Field,2025-05-18 18:38:49.983,R,FC,00,5.504955202,1.78075736,7.088510086,88.004757118,5.780405212,-0.6092577777,2438.652128286,57,1,Ball,
"Gillis, Tanner",828705,Neuroscience Group Field,2025-05-18 19:09:56.993,R,SL,22,5.504290964,1.911938263,7.066277619,85.495431701,-2.969522324,-5.790363504,2627.837459281,57,1,"In Play, Out(s)",Field Out
"Gillis, Tanner",828705,Neuroscience Group Field,2025-05-18 19:25:44.768,L,FA,00,5.581771207,1.992379571,6.911713828,92.28167289,13.807272492,6.986681697,2275.401795669,57,0,"In Play, No Out",Single
"Gillis, Tanner",828705,Neuroscience Group Field,2025-05-18 19:43:40.384,R,SI,01,5.547371027,2.15672616,6.84920775,91.665083465,11.265284307,14.950839394,2441.089297958,57,1,"In Play, No Out",Single
"Rund, Aaron",810921,Neuroscience Group Field,2025-05-18 20:28:20.889,L,SW,01,4.743052784,1.744164253,6.608801832,79.030966089,6.882724938,-13.931894655,2637.476692652,57,1,Ball,
"Rund, Aaron",810921,Neuroscience Group Field,2025-05-18 20:28:40.357,L,SI,11,4.601110154,1.559218928,6.707546608,93.373778702,3.310118115,20.647392343,2091.936826785,57,1,Foul,
"Root, Bayden",694843,Neuroscience Group Field,2025-05-18 20:17:11.876,R,SL,02,4.994839395,0.9959237991,6.668858512,88.255723812,1.371270688,-4.966513152,2906.931991779,57,2,"In Play, Out(s)",Field Out
"Rund, Aaron",810921,Neuroscience Group Field,2025-05-18 20:44:20.547,R,SL,22,4.850958117,1.42844947,6.837377924,87.696615076,4.580325051,1.764058159,2443.642767243,57,2,Ball,
"Broca, Jesus",695871,Neuroscience Group Field,2025-05-18 21:06:30.736,L,CH,20,5.47124366,-1.707057286,5.60914741,84.189167332,5.466005572,-12.142719956,1903.179288296,57,2,Foul,
"Broca, Jesus",695871,Neuroscience Group Field,2025-05-18 21:06:52.795,L,SI,21,5.477653061,-1.733293559,5.689902179,93.564224657,5.198459237,-14.156582392,2134.972080918,57,2,"In Play, Out(s)",Field Out
"Broca, Jesus",695871,Neuroscience Group Field,2025-05-18 21:18:01.041,R,SL,21,5.697545819,-1.619266548,5.459397092,79.30657886,-5.821585348,3.961787455,2484.270420743,57,0,Ball,
"Broca, Jesus",695871,Neuroscience Group Field,2025-05-18 21:20:46.231,L,CH,11,5.52881616,-1.590535278,5.797412252,85.833999988,7.04426173,-12.226173607,1979.338783648,57,1,Foul,
"Broca, Jesus",695871,Neuroscience Group Field,2025-05-18 21:26:54.896,R,FA,22,5.627758311,-1.502400694,5.700516259,93.222707822,13.716835622,-1.013457751,2415.214506303,57,1,"In Play, Run(s)",Forceout
"Seppings, Jack",808952,Five County Stadium,2025-05-17 00:28:59.535,L,CH,00,5.962239712,2.993620874,6.304079654,85.749111789,7.083058996,13.539669025,1760.104791029,85,2,Called Strike,
