BREWERS_PITCHER,PITCHER_ID,STADIUM,DATE_TIME,BATTER_SIDE,PITCH_TYPE,COUNT,REL_HEIGHT,REL_SIDE,EXTENSION,VELOCITY,INDUCED_VERT_BREAK,HORZ_BREAK,SPIN_RATE,TEMPERATURE,OUTS,PITCH_CALL,PLAY_RESULT
"Woessner, Tyler",681216,,2025-03-01 14:00:46.650,,SI,,6.638368002,1.633351838,5.845827984,90.85893,16.249158434,14.424871582,2439.137204,,,,
"Letson, Bishop",811309,,2025-03-01 14:06:08.070,,SW,,4.910160449,1.672040969,8.036623821,77.60074,-7.993117296,-14.258004111,2281.405751,,,,
"Woessner, Tyler",681216,,2025-03-01 14:07:11.510,,FA,,6.63059,1.937,,92.1061,21.80611,14.91338,2111.578435,,,,
"Woessner, Tyler",681216,,2025-03-01 14:04:30.870,,SI,,6.557868779,1.732779425,5.963787984,90.52616,11.145201135,14.112424966,2327.50221,,,,
"Woessner, Tyler",681216,,2025-03-01 14:06:12.260,,SI,,6.650222241,1.523041003,6.100717984,89.46094,15.533741468,10.659742781,2305.440233,,,,
"Woessner, Tyler",681216,,2025-03-01 14:00:07.520,,SI,,6.518872047,1.674667646,6.173657984,90.60779,13.554125939,15.771915803,2377.297983,,,,
"Woessner, Tyler",681216,,2025-03-01 14:07:31.060,,SI,,6.645806253,1.824000289,4.998557984,91.31717,15.075612242,18.456763025,1870.096226,,,,
"Letson, Bishop",811309,,2025-03-01 14:03:39.130,,FA,,5.664337763,1.013688679,7.830957842,92.34332,17.474535862,12.149547079,2361.267146,,,,
"Letson, Bishop",811309,,2025-03-01 14:04:08.800,,FA,,5.361285976,1.272223739,7.982367842,91.2926,18.82289851,8.308316969,2436.461614,,,,
"Woessner, Tyler",681216,,2025-03-01 14:01:40.740,,FC,,6.399735946,1.753211485,5.696846113,83.83582,,,2421.196072,,,,
"Woessner, Tyler",681216,,2025-03-01 14:06:56.250,,FA,,6.563741743,1.733995855,4.748597842,89.63198,19.744950733,9.823330229,1989.892364,,,,
"Letson, Bishop",811309,,2025-03-01 14:06:22.760,,SI,,5.010508336,1.43563081,7.914167984,92.04054,11.989075659,13.575102826,2386.636315,,,,
"Woessner, Tyler",681216,,2025-03-01 14:01:06.520,,CU,,6.677653047,1.617849284,5.214852297,76.36693,-16.224891504,-8.858846166,2345.697552,,,,
"Letson, Bishop",811309,,2025-03-01 14:01:44.760,,SW,,5.059496792,1.734315145,7.767673821,76.78056,-4.865473516,-12.218862297,2100.711473,,,,
"Woessner, Tyler",681216,,2025-03-01 14:04:12.930,,FA,,6.634390051,1.871623369,5.735887842,90.5647,18.888724468,11.616623635,2430.862466,,,,
"Woessner, Tyler",681216,,2025-03-01 14:05:44.940,,SI,,6.714036523,1.697076733,6.063927984,88.94253,13.127714594,13.652698016,2312.603427,,,,
"Woessner, Tyler",681216,,2025-03-01 14:03:06.830,,FC,,6.596776798,1.860121475,5.478566113,83.10575,7.715281089,-0.4018498335,2279.923666,,,,
"Letson, Bishop",811309,,2025-03-01 14:05:14.510,,CH,,4.940012098,1.298773848,7.712660075,83.2599,5.763923352,15.211357141,1729.702434,,,,
"Woessner, Tyler",681216,,2025-03-01 14:03:56.620,,FA,,6.60746382,1.75192162,6.157347842,89.41704,14.223101818,11.865700586,2294.071878,,,,
"Woessner, Tyler",681216,,2025-03-01 14:01:22.820,,CU,,6.542971212,1.679109214,5.414532297,77.47067,,,2326.810972,,,,
"Woessner, Tyler",681216,,2025-03-01 14:03:34.460,,FA,,6.57496096,1.605355383,6.030657842,90.84968,17.081276408,9.668289234,2360.252973,,,,
"Woessner, Tyler",681216,,2025-03-01 14:00:24.210,,SI,,6.502275986,1.674995169,6.076517984,90.81293,11.264254927,13.62499038,2388.429275,,,,
"Letson, Bishop",811309,,2025-03-01 14:04:54.050,,CH,,4.964274655,1.634257861,7.974600075,84.15759,8.181745991,19.121712189,1822.611384,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:33:55.040,L,SW,21,5.008667687,-2.883607379,6.939524019,77.57031,9.866178452,9.980887553,2259.480448,,0,Ball,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:48:40.890,L,FA,22,5.135645881,-2.608604109,7.321127957,87.56683,16.972336119,-9.589033622,2160.361226,,0,Called Strike,
"Letson, Bishop",811309,,2025-03-01 14:04:34.870,,FA,,5.605310209,1.141338218,7.889717842,91.08784,19.009945704,8.198557348,2358.107674,,,,
"Letson, Bishop",811309,,2025-03-01 14:03:21.790,,SW,,5.003278661,1.774626366,8.175273821,77.36566,-2.747498604,-17.756168897,2181.995367,,,,
"Letson, Bishop",811309,,2025-03-01 14:05:42.250,,SW,,4.938556386,1.79889392,7.784173821,78.29014,-6.790350637,-11.93299339,2101.966079,,,,
"Langhorne, Miles",695680,,2025-03-01 14:31:14.190,,CU,,5.807257772,1.373876368,6.121502297,74.95217,-13.281159859,-13.533323918,2510.086655,,,,
"Langhorne, Miles",695680,,2025-03-01 14:31:54.360,,FA,,5.762315695,1.273471589,5.948077842,88.31328,13.1163045,9.474342475,2112.015599,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:49:32.370,L,FA,10,5.171479776,-2.528029446,7.221637957,87.93752,21.350078902,-8.401282277,2225.985138,,1,Foul,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:34:12.200,L,FA,31,5.202567737,-2.520805343,7.294647957,89.0079,17.212059502,-9.732641495,2226.213833,,0,In Play,Out
"Letson, Bishop",811309,,2025-03-01 14:06:45.870,,FA,,5.459717423,1.146781075,8.016617842,90.85473,16.217640952,11.393426871,2501.163337,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:46:20.960,R,FA,31,5.19577687,-2.553780686,7.080007957,87.74774,20.965444137,-9.702655373,2240.79708,,0,Ball,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:50:43.140,R,FC,21,4.816802647,-2.859492277,7.013286311,83.80672,10.153197565,-0.1103658817,2132.014367,,1,Ball,
"Aquino, Patricio",699223,,2025-03-01 14:00:08.510,,SL,,5.588917341,2.353006092,5.762357237,73.58078,3.86403431,-2.129375657,1993.348604,,,,
"Aquino, Patricio",699223,,2025-03-01 13:59:27.280,,CH,,5.370209004,2.596936335,5.810680075,77.02513,4.241943904,16.791166469,1947.703092,,,,
"Langhorne, Miles",695680,,2025-03-01 14:29:08.020,,FA,,5.705144806,1.373526107,6.243247842,88.05038,13.434028245,7.214500042,2124.509118,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:31:42.500,L,FA,00,5.299848946,-2.587217786,7.398227957,87.5931,20.443945288,-7.758272011,2170.792523,,0,Ball,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:31:55.770,L,FA,10,5.358870529,-2.527322955,7.503407957,88.03989,22.871221113,-6.461760658,2240.275147,,0,Ball,
"Langhorne, Miles",695680,,2025-03-01 14:29:24.780,,SI,,5.369449358,1.604732497,6.660457984,86.70512,10.117624049,12.383823977,2193.982631,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:33:33.150,L,FA,20,5.066717883,-2.617339794,7.394737957,88.35821,18.985803286,-11.579100829,2271.713947,,0,Foul,
"Langhorne, Miles",695680,,2025-03-01 14:34:08.190,,FA,,5.662111388,1.234116914,6.600787842,89.06834,6.678348066,0.1322000089,2071.975998,,,,
"Langhorne, Miles",695680,,2025-03-01 14:27:34.410,,FA,,5.738559316,1.397848159,6.448587842,89.13304,17.998597611,11.416858393,2089.425371,,,,
"Langhorne, Miles",695680,,2025-03-01 14:30:20.030,,FA,,5.635928978,1.451279955,6.118947842,87.56055,14.122484519,8.689524029,2084.003757,,,,
"Aquino, Patricio",699223,,2025-03-01 14:02:07.820,,SL,,5.448404483,2.629973947,5.732907237,73.24412,-0.06804834986,0.5217972253,1942.326933,,,,
"Langhorne, Miles",695680,,2025-03-01 14:29:44.160,,FA,,5.653866507,1.542281846,6.371657842,88.66347,17.132927761,7.736634613,2158.556425,,,,
"Langhorne, Miles",695680,,2025-03-01 14:32:54.760,,FA,,5.735177361,1.213513769,6.405477842,90.18333,9.600296692,7.768781289,2134.60681,,,,
"Langhorne, Miles",695680,,2025-03-01 14:31:26.570,,CH,,5.399767605,1.791288817,5.951770075,83.37236,4.528413623,11.004015957,869.2404228,,,,
"Aquino, Patricio",699223,,2025-03-01 14:03:15.110,,SL,,5.574588089,2.402913394,5.608467237,73.35315,-0.9371159368,-3.826940207,,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:45:32.210,R,FA,20,5.247502591,-2.480196246,7.244477957,87.83155,20.474203741,-7.897636843,2153.054805,,0,Ball,
"Aquino, Patricio",699223,,2025-03-01 14:00:25.740,,SL,,5.487760773,2.534673909,5.844637237,74.32324,0.2856254326,-3.039837783,,,,,
"Aquino, Patricio",699223,,2025-03-01 14:05:06.090,,SI,,5.453160982,2.382550878,6.163521278,84.18291,10.846918139,13.702554908,1974.863044,,,,
"Aquino, Patricio",699223,,2025-03-01 13:58:14.150,,SI,,5.561074959,2.393184476,5.807671278,82.04425,10.46450971,16.425340577,2042.20442,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:51:23.500,R,SW,41,4.937763889,-2.806204646,6.978689503,78.5483,15.890510424,-3.499276935,1972.687073,,1,Ball,
"Aquino, Patricio",699223,,2025-03-01 14:03:36.770,,SL,,5.627057395,2.475285807,5.670557237,73.40009,-1.304711982,-3.306386177,2160.263742,,,,
"Aquino, Patricio",699223,,2025-03-01 13:58:48.250,,SI,,5.395281062,2.341940646,5.867591278,81.95417,10.791320818,16.441376632,1940.139013,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:45:04.700,R,SW,00,4.948801812,-2.881659027,6.925974019,75.64942,7.385409766,6.418947388,2089.396664,,0,Ball,
"Langhorne, Miles",695680,,2025-03-01 14:33:21.250,,FA,,5.694234439,1.264610977,6.612217842,89.51494,10.524569479,5.97595509,2210.596335,,,,
"Aquino, Patricio",699223,,2025-03-01 13:58:29.590,,SI,,5.364580563,2.402381298,5.872237984,82.1832,8.384857837,13.746445019,1994.14664,,,,
"Langhorne, Miles",695680,,2025-03-01 14:27:13.940,,FA,,5.693441732,1.49720317,6.433567842,88.49789,15.106601433,7.850238027,2156.733957,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:35:30.390,R,FA,02,5.233011267,-2.393779033,7.441917957,89.91279,18.72100445,-8.614347209,2208.945963,,0,Ball,
"Aquino, Patricio",699223,,2025-03-01 14:04:50.650,,SI,,5.534735342,2.343219408,6.050601278,85.01756,10.343503496,14.643755589,2127.380798,,,,
"Langhorne, Miles",695680,,2025-03-01 14:30:00.110,,SI,,5.500985507,1.595220604,6.487067984,87.41648,8.339455729,12.065717865,2174.224521,,,,
"Aquino, Patricio",699223,,2025-03-01 14:01:49.430,,SI,,5.502633145,2.179880468,6.160681278,82.76957,9.881073094,14.024303484,1960.83011,,,,
"Langhorne, Miles",695680,,2025-03-01 14:33:52.520,,FA,,5.796083859,1.339165947,6.450387842,89.66817,14.924746707,2.923601444,2059.471002,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:33:15.110,L,FA,10,5.173048556,-2.650196834,7.101207957,89.70828,20.23231516,-10.938756556,2281.222589,,0,Ball,
"Aquino, Patricio",699223,,2025-03-01 14:04:16.740,,SL,,5.518846807,2.567762084,5.548767237,74.26331,-0.8679970374,-4.609391729,,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:45:17.850,R,FA,10,5.091933171,-2.699288439,7.398347957,88.46204,19.99350889,-10.30911161,2211.601715,,0,Ball,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:32:13.940,L,FA,20,5.226091406,-2.500246756,7.227687957,88.04258,20.489217896,-7.711557558,2229.80073,,0,Called Strike,
"Aquino, Patricio",699223,,2025-03-01 14:03:57.250,,FA,,5.563592904,2.168106483,6.154797842,84.05102,14.518006562,11.319221707,2058.870152,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:45:49.350,R,FA,30,5.089935875,-2.569931979,7.451157957,87.63582,19.494401429,-7.466441951,2240.75185,,0,Called Strike,
"Langhorne, Miles",695680,,2025-03-01 14:33:38.860,,SI,,5.448787235,1.467365114,6.474407984,87.73037,5.319184556,9.253200031,2187.120083,,,,
"Langhorne, Miles",695680,,2025-03-01 14:28:08.930,,SI,,5.562043011,1.562670174,6.496777984,87.72889,6.810413565,19.259003617,2159.475354,,,,
"Langhorne, Miles",695680,,2025-03-01 14:31:00.170,,SL,,5.503991564,1.591619247,6.023957237,79.31066,-10.554986982,-7.335811887,2488.181371,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:51:03.560,R,FA,31,5.187936948,-2.592768563,7.200277957,86.99184,20.706169384,-7.66491094,2165.54967,,1,Ball,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:47:55.380,L,FA,11,5.195360179,-2.574491373,7.082017957,87.4251,21.660044444,-7.254316203,2198.191413,,0,Ball,
"Langhorne, Miles",695680,,2025-03-01 14:32:39.040,,SI,,5.479067175,1.667406667,6.572557984,86.98098,5.889664485,13.103009016,2117.577409,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:50:10.700,R,CH,00,4.887392669,-2.69456028,7.569916165,82.41308,16.169394609,-14.460330974,1531.721151,,1,Ball,
"Aquino, Patricio",699223,,2025-03-01 14:04:32.840,,SL,,5.271409753,2.527069184,5.560157237,73.62588,-2.316567857,0.1553032844,,,,,
"Aquino, Patricio",699223,,2025-03-01 13:59:48.190,,FA,,5.690903506,2.193601002,5.963067842,83.43042,14.568304428,11.611993141,2090.542893,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:33:01.470,L,SW,00,5.00716115,-2.871857334,6.994384019,78.5541,6.849023142,7.974401027,2336.116426,,0,Ball,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:46:04.770,R,SW,21,4.858571383,-2.832993524,6.860604019,78.26508,8.376832479,5.32493472,2274.314513,,0,Ball,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:50:27.610,R,FA,11,5.150130942,-2.461511374,7.307677957,86.97578,19.317334444,-12.163300978,2183.888866,,1,Called Strike,
"Aquino, Patricio",699223,,2025-03-01 14:02:47.120,,SL,,5.516667916,2.504345843,5.559747237,73.36302,0.951314262,2.9402287,,,,,
"Aquino, Patricio",699223,,2025-03-01 13:59:09.950,,CH,,5.358164435,2.574415645,5.307290075,77.4673,4.806943002,13.306713306,2034.749907,,,,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:47:30.280,L,FC,01,5.067460006,-2.559897498,6.940556311,81.79685,7.546790994,-3.205617219,2125.098277,,0,Ball,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:49:11.950,L,SW,00,4.860904913,-2.914079303,7.100014019,76.80032,7.951437897,3.564627354,2163.273742,,1,Ball,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:46:51.000,L,FA,00,5.154060297,-2.453255315,7.386627957,88.07267,19.572417605,-11.310331515,2125.036828,,0,Swinging Strike,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:35:51.470,R,CH,12,4.89489017,-2.818447879,7.530390274,83.65953,8.470002208,-16.833432534,1773.461676,,0,In Play,Single
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:32:32.530,L,FC,21,5.088738829,-2.733394618,7.195136311,85.23475,8.597185154,-3.659134179,2182.383119,,0,In Play,Out
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:34:46.530,R,SW,00,4.900031725,-2.955766875,6.994894019,77.43796,6.207616252,12.7253934,2237.481054,,0,Foul,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:48:16.100,L,FA,21,5.151888384,-2.450512278,7.510717957,87.98072,18.688045154,-9.28315594,2132.252104,,0,Swinging Strike,
"Garcia, Sam",822760,Maryvale Backfield 7,2025-03-01 14:35:08.050,R,FA,01,5.271704873,-2.340988906,7.300567957,88.77236,20.726564483,-8.845865697,2196.389854,,0,Foul,
"Rodriguez, Yerlin",693750,,2025-03-02 10:23:21.940,,FA,,5.371353325,1.615261418,6.687287842,95.66551,14.392946507,8.065031815,2283.6469,,,,
"Gillis, Tanner",828705,,2025-03-02 10:50:50.550,,SL,,5.901992612,1.78746612,7.371307237,84.15835,0.8972445813,-2.237195829,2590.098143,,,,
"Rodriguez, Yerlin",693750,,2025-03-02 10:24:04.990,,SI,,4.881723837,1.919810106,6.749207984,95.3559,12.13415204,13.607433869,2259.370917,,,,
"Rodriguez, Yerlin",693750,,2025-03-02 10:26:33.050,,SL,,5.598566471,1.413361124,6.878527237,90.96443,5.78525709,-2.913571595,2600.952899,,,,
"Gillis, Tanner",828705,,2025-03-02 10:48:33.680,,FC,,5.981663245,1.817316526,7.287886113,88.62802,7.507217443,1.049191014,2441.683294,,,,
"Root, Bayden",694843,,2025-03-02 10:32:35.190,,SL,,4.555891035,1.72966722,6.507656168,90.11993,5.238772938,0.6357351604,,,,,
"Birchard, Ryan",804670,,2025-03-02 10:35:48.450,,SL,,6.478546126,-0.2780631537,7.328587237,80.16424,-2.530924304,-10.632295013,2557.676448,,,,
"Maldonado, Aidan",682251,,2025-03-02 10:21:47.580,,FA,,5.583336833,1.838562556,7.019467842,90.5293,11.584861513,14.14239122,2053.848997,,,,
"Rodriguez, Yerlin",693750,,2025-03-02 10:15:57.010,,FA,,5.549355065,1.43914175,6.673377842,94.27198,15.148038054,7.573507704,2152.00226,,,,
"Maldonado, Aidan",682251,,2025-03-02 10:16:25.660,,CH,,5.699499874,2.099653008,6.079030075,81.66521,-0.1725700005,19.584845296,2127.25501,,,,
"Root, Bayden",694843,,2025-03-02 10:27:59.980,,SI,,4.591661625,1.71864551,6.976377984,93.22154,4.632976429,21.050625881,2259.565998,,,,
"Rund, Aaron",810921,,2025-03-02 10:23:41.300,,FC,,4.741636257,1.659734684,6.610246113,87.94348,2.810792516,3.90687712,2373.761195,,,,
"Maldonado, Aidan",682251,,2025-03-02 10:25:03.170,,CH,,5.568223733,2.020896222,6.734060075,83.1623,8.834694552,18.071619331,2011.585221,,,,
"Figueroa, Jeferson",689951,,2025-03-03 10:20:37.880,,CH,,5.796204022,2.182134449,5.116190075,83.0255,,,2144.061834,,,,
"Broca, Jesus",695871,,2025-03-03 10:59:07.440,,CH,,5.272871474,-1.835869334,5.945590075,82.26816,3.714933544,-17.315317006,2127.320806,,,,
"Broca, Jesus",695871,,2025-03-03 10:55:08.320,,SI,,5.295667074,-1.976134019,5.498027984,89.15271,7.348912715,-14.79672174,2389.998948,,,,
"Figueroa, Jeferson",689951,,2025-03-03 10:20:06.070,,FA,,5.422813324,1.91910189,5.081037842,87.03258,20.210845776,7.61905985,2269.139501,,,,
"Seppings, Jack",808952,,2025-03-03 10:55:50.720,,FA,,5.859372535,2.701114036,6.493647842,90.24589,16.24983669,8.683389658,1996.859917,,,,
"Seppings, Jack",808952,,2025-03-03 11:01:29.500,,FA,,5.728697181,2.746843989,6.367277842,89.18987,11.888976195,11.925733339,1958.857856,,,,
"Flores, Anthony",800260,,2025-03-03 10:23:11.940,,CU,,5.538990788,-1.322532852,5.632302297,77.78239,-5.906463487,8.457721617,3370.009684,,,,
"Welch, Chandler",803068,,2025-03-03 10:11:03.140,,SW,,5.711825105,1.704779403,7.523003821,76.35636,3.077041122,-15.628606666,2594.341621,,,,
"Seppings, Jack",808952,,2025-03-03 10:58:43.670,,FC,,5.620275946,3.145650002,6.420286113,86.1172,3.991398269,4.969966243,2278.526253,,,,
"Cruz, Stiven",691602,,2025-03-03 10:09:18.260,,FA,,5.16786448,1.349388857,5.822827842,90.06016,16.282203069,7.288342519,2355.95784,,,,
"Broca, Jesus",695871,,2025-03-03 10:57:15.430,,FA,,5.632146442,-1.749979033,5.584987842,89.82904,14.777207198,-9.821506993,2397.134689,,,,
"Broca, Jesus",695871,,2025-03-03 10:54:47.560,,FA,,5.413123722,-1.92236611,5.470807842,88.73603,16.221168344,-12.458315761,2277.017587,,,,
"Flores, Anthony",800260,,2025-03-03 10:17:02.990,,CU,,5.589259218,-1.6696125,5.670372297,78.3742,-5.508283377,15.236245579,3251.408421,,,,
"Seppings, Jack",808952,,2025-03-03 11:02:18.220,,FA,,5.970402681,3.217721331,6.986887842,89.99947,,,1956.638359,,,,
"Broca, Jesus",695871,,2025-03-03 10:53:55.920,,SI,,5.240831106,-1.925637978,5.533177984,87.83158,12.038280966,-16.336932468,2321.765992,,,,
"Letson, Bishop",811309,American Family Fields of Phoenix,2025-03-03 11:16:10.000,L,SW,22,5.213479,1.111782,7.445642,82.062922,-7.58426,-14.327229,2295.002924,,1,Ball,
"Aquino, Patricio",699223,American Family Fields of Phoenix,2025-03-03 11:29:44.000,R,SI,20,5.601523,2.26455,5.538345,89.406641,12.210194,14.487083,2116.602328,,0,Called Strike,
"Aquino, Patricio",699223,American Family Fields of Phoenix,2025-03-03 11:46:51.000,R,SL,12,5.459057,2.308195,5.887448,80.527438,1.397052,-1.96737,2260.262397,,0,Swinging Strike,
"Langhorne, Miles",695680,American Family Fields of Phoenix,2025-03-03 12:15:22.000,R,SL,11,5.710019,0.969351,6.370424,84.320798,-2.74453,-6.028237,2508.286471,,0,Ball,
"Langhorne, Miles",695680,American Family Fields of Phoenix,2025-03-03 12:15:43.000,R,SL,21,5.625887,1.083488,6.515228,83.687576,-6.768728,-6.195628,2597.615988,,0,Called Strike,
"Aquino, Patricio",699223,American Family Fields of Phoenix,2025-03-03 11:52:28.000,R,SL,00,5.45369,2.576566,5.41943,79.734991,5.030235,-1.624342,2133.111692,,2,Ball,
"Aquino, Patricio",699223,American Family Fields of Phoenix,2025-03-03 11:34:02.000,L,FA,10,5.605671,2.115038,5.860117,90.216444,14.46967,10.897132,2213.742773,,2,Called Strike,
"Letson, Bishop",811309,American Family Fields of Phoenix,2025-03-03 11:13:15.000,L,FA,21,5.485909,1.075394,7.692361,94.464333,15.596457,16.012702,2452.043324,,1,Ball,
"Letson, Bishop",811309,American Family Fields of Phoenix,2025-03-03 11:14:29.000,L,SW,00,5.184566,1.32553,7.317631,80.601129,-8.139902,-17.329504,2255.860608,,1,Called Strike,
"Aquino, Patricio",699223,American Family Fields of Phoenix,2025-03-03 11:32:39.000,R,SL,21,5.495325,2.408601,5.396338,81.060208,2.476657,-1.446388,2286.644048,,1,Foul,
"Letson, Bishop",811309,American Family Fields of Phoenix,2025-03-03 11:12:08.000,L,CH,00,5.056859,1.392719,7.264928,86.616786,6.769141,17.421964,1917.9393,,1,Foul,
"Aquino, Patricio",699223,American Family Fields of Phoenix,2025-03-03 11:48:41.000,L,SL,20,5.467345,2.528722,5.827794,79.609841,5.049857,-4.405372,2173.942684,,1,Foul,
"Aquino, Patricio",699223,American Family Fields of Phoenix,2025-03-03 11:49:21.000,L,FA,31,5.54907,2.36646,5.726499,88.708961,13.471026,13.123217,2174.547143,,1,Foul,
"Rodriguez, Manuel",804973,Maryvale Backfield 7,2025-03-04 12:46:18.000,R,SW,02,5.445382231,2.21567685,5.971574983,78.70332,3.77520623,-19.34695614,2745.635978,,2,Ball,
"Rodriguez, Manuel",804973,Maryvale Backfield 7,2025-03-04 12:47:24.000,R,FC,00,5.429476648,2.29827345,6.176582984,81.24904,11.727934395,-17.693357062,2772.805956,,0,Swinging Strike,
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-04 12:52:12.000,L,FA,12,6.298505294,-0.7694001137,7.110867957,92.55772,20.03332057,5.73841703,2126.877442,,0,Ball,
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-04 12:38:15.000,L,FC,22,6.245278976,-0.8019936627,6.901296311,88.71136,15.352455093,-2.421310689,2397.868459,,1,Foul,
"Rodriguez, Manuel",804973,Maryvale Backfield 7,2025-03-04 12:28:54.000,L,FA,32,5.4678688,2.565332154,6.189527957,88.15248,16.968934556,3.132508221,2626.150542,,0,Swinging Strike,
"Rodriguez, Manuel",804973,Maryvale Backfield 7,2025-03-04 12:43:55.000,L,FC,20,5.401373709,2.561117945,5.993546311,81.44187,8.426829674,-16.235178779,2738.622246,,1,In Play,Out
"Birchard, Ryan",804670,Maryvale Backfield 7,2025-03-04 12:36:02.000,L,FC,00,6.308336968,-0.7447207219,7.104306311,91.90134,19.263422172,-2.937842919,2432.359494,,0,In Play,Out
"Root, Bayden",694843,,2025-03-05 10:55:14.340,,CH,,4.783527422,1.675247517,6.953380075,87.15194,-2.731692075,17.035200787,1889.157203,,,,
"Rund, Aaron",810921,,2025-03-05 10:40:56.790,,FC,,5.060327755,1.570079502,6.737506113,87.96428,5.251784589,7.02606963,2302.112345,,,,
"Rund, Aaron",810921,,2025-03-05 10:45:14.150,,SI,,4.58635446,1.790280761,6.973547984,91.65263,8.101117292,16.624884745,2086.263402,,,,
"Root, Bayden",694843,,2025-03-05 10:54:53.710,,SI,,4.686860951,1.938763351,6.661187984,93.22041,1.628349613,13.683316248,2131.681381,,,,
"Rund, Aaron",810921,,2025-03-05 10:46:28.530,,SL,,4.823656204,1.604555916,6.587797237,80.46238,5.163536384,-2.228692695,2484.42947,,,,
"Rodriguez, Yerlin",693750,,2025-03-05 10:41:55.210,,FA,,4.941047875,1.798757855,5.799657842,96.32709,14.477466083,10.260770067,2221.328774,,,,
"Rund, Aaron",810921,,2025-03-05 10:42:20.080,,FC,,5.080982946,1.539053117,6.932086113,87.82987,5.314076434,4.324774472,2316.626734,,,,
"Rodriguez, Yerlin",693750,,2025-03-05 10:42:29.000,,FA,,5.20285378,1.460582853,6.028617842,96.59053,14.972846032,7.695871146,2265.60808,,,,
"Gillis, Tanner",828705,,2025-03-05 11:00:40.730,,FC,,5.44848609,1.766330105,7.253576113,91.01736,4.250100232,3.715424633,2490.709286,,,,
"Gillis, Tanner",828705,,2025-03-05 10:58:51.030,,CH,,5.489910583,1.884350353,7.609900075,86.34423,12.102351226,21.294878085,2024.151303,,,,
"Rund, Aaron",810921,,2025-03-05 10:45:36.010,,SI,,4.453743815,1.688855078,7.031867984,90.4126,3.575851872,20.181941468,2057.70767,,,,
"Gillis, Tanner",828705,,2025-03-05 10:58:00.100,,FA,,5.458762928,1.774595573,7.594597842,93.35129,18.236040343,14.262148378,2458.050318,,,,
"Root, Bayden",694843,,2025-03-05 10:51:14.440,,SI,,4.877853305,1.801145707,6.838727984,93.0972,4.329421515,12.580194842,2276.649033,,,,
"Letson, Bishop",811309,,2025-03-06 10:05:46.820,,SI,,5.19306,1.7752,,94.64729,8.44702,17.92765,2320.319624,,,,
"Letson, Bishop",811309,,2025-03-06 10:05:26.990,,FA,,5.50612,1.64493,,94.35361,16.59517,8.42555,2381.264209,,,,
"Sanchez, Dikember",699129,Maryvale Backfield 3,2025-03-06 11:12:27.760,R,SL,12,5.499313143,2.217499323,5.786040247,81.23058,-3.046661714,-11.376777503,2918.188571,,1,Called Strike,
"Sanchez, Dikember",699129,Maryvale Backfield 3,2025-03-06 11:09:57.130,L,FA,00,5.787161174,1.918807131,5.711917957,89.30785,11.470333012,7.755462437,2494.332755,,1,Ball,
"Cruz, Stiven",691602,Maryvale Backfield 3,2025-03-06 11:00:42.140,L,CU,10,6.126970208,0.4890268875,6.118649106,73.36225,-16.676847164,-7.543212317,2328.050884,,1,Called Strike,
"Sanchez, Dikember",699129,Maryvale Backfield 3,2025-03-06 11:13:57.170,R,FA,22,5.750390931,1.929537994,5.747890352,88.71449,8.142095094,2.25830492,2530.576984,,2,In Play,Out
